0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,100,0,0
2.0095e-05,0,0,-0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,35,100,0,2.0095e-05
0.00012057,0,0,-0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,35,100,0,0.00012057
0.00062295,0,0,-0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,35,100,0,0.00062295
0.0031348,0,0,-0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,35,100,0,0.0031348
0.01,0,0,-0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,35,100,0,0.01
0.02,0.10299,0,-0.00041302,10.576,0.0044781,-0.0025858,0,0.00011175,0.0025803,0,0.022752,0,10.599,0.022342,0.027348,0,0,0,0,35,100,0,0.02
0.03,0.21196,3.717e-07,-0.001636,11.026,-0.009925,-0.01907,1.8282e-06,0.00046319,0.018781,0.00036439,0.047959,-0.0003945,11.2,0.17197,0.21036,-1.965e-06,0,0,0,35,100,0,0.03
0.04,0.3269,3.8688e-06,-0.0036567,11.675,0.0057514,-0.012259,1.3024e-05,0.001076,0.012188,0.0018483,0.075039,-0.0046908,11.794,0.11802,0.14406,-2.7273e-05,0,0,0,35,100,0,0.04
0.05,0.44779,1.035e-05,-0.0064542,12.19,0.0021739,-0.019692,-1.492e-05,0.001969,0.019425,-0.0075416,0.104,-0.01617,12.391,0.19879,0.24228,-0.00013107,0,0,0,35,100,0,0.05
0.06,0.57463,1.8878e-05,-0.0099987,12.771,0.0078523,-0.019681,-0.00011233,0.0031598,0.019435,-0.011938,0.1346,-0.026066,12.985,0.21122,0.25671,-0.00034203,0,0,0,35,100,0,0.06
0.07,0.70738,2.9803e-05,-0.014265,13.388,0.017586,-0.016151,-0.00028118,0.0046639,0.016004,-0.02173,0.16666,-0.040717,13.576,0.18692,0.22631,-0.00067581,0,0,0,35,100,0,0.07
0.08,0.84605,3.99e-05,-0.019212,14.038,0.030328,-0.0098567,-0.00055687,0.0064946,0.0098091,-0.033033,0.19995,-0.055228,14.167,0.12889,0.15519,-0.001156,0,0,0,35,100,0,0.08
0.09,0.99061,4.4692e-05,-0.02479,14.618,0.034869,-0.0095784,-0.00094406,0.0086626,0.0094581,-0.043615,0.23415,-0.06627,14.757,0.13794,0.16537,-0.0017649,0,0,0,35,100,0,0.09
0.1,1.141,4.0401e-05,-0.030947,15.168,0.036454,-0.011447,-0.0014128,0.011175,0.0112,-0.048854,0.26888,-0.072746,15.344,0.17522,0.20921,-0.002463,0,0,0,35,100,0,0.1
0.11,1.2973,2.4391e-05,-0.037643,15.737,0.040292,-0.011486,-0.0019322,0.014035,0.011124,-0.053194,0.30377,-0.079623,15.93,0.192,0.22802,-0.0032297,0,0,0,35,100,0,0.11
0.12,1.4595,-7.4535e-06,-0.044834,16.287,0.042591,-0.01266,-0.0025081,0.017242,0.012127,-0.059456,0.33839,-0.088231,16.514,0.22578,0.26665,-0.0040763,0,0,0,35,100,0,0.12
0.13,1.6274,-5.9918e-05,-0.052474,16.835,0.045159,-0.013575,-0.0031492,0.020791,0.012849,-0.065334,0.37228,-0.097324,17.095,0.25908,0.30407,-0.0050145,0,0,0,35,100,0,0.13
0.14,1.8012,-0.00013791,-0.060518,17.423,0.051467,-0.011477,-0.0038592,0.024672,0.01059,-0.072082,0.40498,-0.10787,17.675,0.25122,0.29265,-0.0060545,0,0,0,35,100,0,0.14
0.15,1.9807,-0.0002483,-0.06891,17.915,0.050037,-0.015413,-0.0046522,0.028871,0.014188,-0.080519,0.43593,-0.11849,18.252,0.33533,0.38803,-0.0072049,0,0,0,35,100,0,0.15
0.16,2.166,-0.00039672,-0.077601,18.523,0.058462,-0.011529,-0.0055134,0.033367,0.010125,-0.084068,0.46483,-0.12812,18.827,0.30277,0.34736,-0.0084618,0,0,0,35,100,0,0.16
0.17,2.3571,-0.00059093,-0.086535,19.241,0.074544,-0.0013456,-0.0064529,0.038137,-0.00028851,-0.094177,0.4909,-0.14045,19.402,0.16191,0.18363,-0.0098345,0,0,0,35,100,0,0.17
0.18,2.5538,-0.00084552,-0.09562,19.92,0.08658,0.0059358,-0.0074942,0.043147,-0.0080258,-0.10239,0.51324,-0.14273,19.977,0.057966,0.064498,-0.011287,0,0,0,35,100,0,0.18
0.19,2.7562,-0.0011744,-0.10475,20.357,0.082169,0.00016441,-0.0085467,0.048358,-0.0026655,-0.095446,0.53141,-0.12666,20.537,0.18216,0.20332,-0.012677,0,0,0,35,100,0,0.19
0.2,2.9643,-0.0015822,-0.11385,20.95,0.088584,0.0027918,-0.009436,0.053735,-0.0057283,-0.070312,0.54604,-0.10292,21.102,0.15351,0.1698,-0.013875,0,0,0,35,100,0,0.2
0.21,3.178,-0.0020742,-0.12288,21.58,0.096976,0.0069612,-0.010124,0.059236,-0.010402,-0.056041,0.55618,-0.086713,21.666,0.087455,0.0957,-0.014879,0,0,0,35,100,0,0.21
0.22,3.3973,-0.0026615,-0.13174,22.198,0.10426,0.010298,-0.010645,0.064816,-0.014271,-0.038102,0.56133,-0.063912,22.227,0.028904,0.031113,-0.015692,0,0,0,35,100,0,0.22
0.23,3.6222,-0.0033518,-0.14034,22.807,0.11062,0.012902,-0.01093,0.070424,-0.017399,-0.011677,0.56136,-0.031884,22.784,-0.023964,-0.026201,-0.016232,0,0,0,35,100,0,0.23
0.24,3.8526,-0.00415,-0.14857,23.394,0.11541,0.0142,-0.010891,0.076011,-0.01916,0.022152,0.55628,0.0075298,23.336,-0.058727,-0.063131,-0.016414,0,0,0,35,100,0,0.24
0.25,4.0885,-0.0050581,-0.15636,23.978,0.11979,0.015094,-0.010451,0.081528,-0.020448,0.062159,0.54636,0.051832,23.885,-0.094479,-0.10057,-0.016174,0,0,0,35,100,0,0.25
0.26,4.3299,-0.0060747,-0.1636,24.537,0.12265,0.014689,-0.0095578,0.086926,-0.020317,0.10471,0.53184,0.097842,24.429,-0.11046,-0.11659,-0.015475,0,0,0,35,100,0,0.26
0.27,4.5767,-0.0071949,-0.17022,24.964,0.11882,0.0087345,-0.0081869,0.092163,-0.014395,0.14869,0.51323,0.14328,24.962,-0.0025002,-0.0020874,-0.01431,0,0,0,35,100,0,0.27
