0,-0.7854,0,0,1,0,0,100,35,0,0,0,0.17453,0,0,0,0
0.01,-0.7854,0,0,1,0,0,100,35,0,0,0,0.17453,0,0,0,0
0.02,-0.76958,-0.020184,0.007778,1,0,0,100,35,0,0,-0.020163,0.17453,0,0,0,0
0.03,-0.75103,-0.14681,0.057248,1,0,0,100,35,0,0,-0.1468,0.17453,0,0,0,0
0.04,-0.73005,-0.094462,0.035918,1,0,0,100,35,0,0,-0.095645,0.17453,0,0,0,0
0.05,-0.70654,-0.14964,0.057753,1,0,0,100,35,0,0,-0.15243,0.17453,0,0,0,0
0.06,-0.68058,-0.14844,0.056879,1,0,0,100,35,0,0,-0.15287,0.17453,0,0,0,0
0.07,-0.65223,-0.11983,0.045438,1,0,0,100,35,0,0,-0.12643,0.17453,0,0,0,0
0.08,-0.62158,-0.069646,0.025854,1,0,0,100,35,0,0,-0.078326,0.17453,0,0,0,0
0.09,-0.58881,-0.065528,0.024657,1,0,0,100,35,0,0,-0.075769,0.17453,0,0,0,0
0.1,-0.55412,-0.078282,0.029938,1,0,0,100,35,0,0,-0.089561,0.17453,0,0,0,0
0.11,-0.51776,-0.076776,0.029638,1,0,0,100,35,0,0,-0.089176,0.17453,0,0,0,0
0.12,-0.48003,-0.083496,0.03276,1,0,0,100,35,0,0,-0.097228,0.17453,0,0,0,0
0.13,-0.44125,-0.087955,0.035058,1,0,0,100,35,0,0,-0.1031,0.17453,0,0,0,0
0.14,-0.40177,-0.068933,0.028262,1,0,0,100,35,0,0,-0.085688,0.17453,0,0,0,0
0.15,-0.36205,-0.095618,0.03972,1,0,0,100,35,0,0,-0.11401,0.17453,0,0,0,0
0.16,-0.32236,-0.062635,0.027489,1,0,0,100,35,0,0,-0.082529,0.17453,0,0,0,0
0.17,-0.28335,0.020531,-0.0035085,1,0,0,100,35,0,0,-0.001344,0.17453,0,0,0,0
0.18,-0.24577,0.082135,-0.025319,1,0,0,100,35,0,0,0.059122,0.17453,0,0,0,0
0.19,-0.21008,0.039436,-0.0075472,1,0,0,100,35,0,0,0.017388,0.17453,0,0,0,0
0.2,-0.17604,0.061001,-0.015302,1,0,0,100,35,0,0,0.041372,0.17453,0,0,0,0
0.21,-0.14446,0.095992,-0.027582,1,0,0,100,35,0,0,0.078005,0.17453,0,0,0,0
0.22,-0.11589,0.12399,-0.037178,1,0,0,100,35,0,0,0.10844,0.17453,0,0,0,0
0.23,-0.090631,0.145,-0.044431,1,0,0,100,35,0,0,0.13314,0.17453,0,0,0,0
0.24,-0.068904,0.15421,-0.047653,1,0,0,100,35,0,0,0.14724,0.17453,0,0,0,0
0.25,-0.050757,0.15873,-0.049615,1,0,0,100,35,0,0,0.15766,0.17453,0,0,0,0
0.26,-0.036239,0.1515,-0.047647,1,0,0,100,35,0,0,0.15703,0.17453,0,0,0,0
0.27,-0.0252,0.098481,-0.029016,1,0,0,100,35,0,0,0.11113,0.17453,0,0,0,0
0.28,-0.016772,0.07746,-0.023099,1,0,0,100,35,0,0,0.097214,0.17453,0,0,0,0
0.29,-0.011368,0.0281,-0.0060507,1,0,0,100,35,0,0,0.053164,0.17453,0,0,0,0
0.3,-0.0083128,-0.0087131,0.0059777,1,0,0,100,35,0,0,0.020846,0.17453,0,0,0,0
0.31,-0.0075799,-0.033084,0.013589,1,0,0,100,35,0,0,-0.0010677,0.17453,0,0,0,0
0.32,-0.009157,-0.034179,0.012539,1,0,0,100,35,0,0,-0.0014763,0.17453,0,0,0,0
0.33,-0.013215,-0.035075,0.011939,1,0,0,100,35,0,0,-0.0030939,0.17453,0,0,0,0
0.34,-0.019342,-0.038373,0.012454,1,0,0,100,35,0,0,-0.0075368,0.17453,0,0,0,0
